Remaining: 3294 collecting now: 'Casino Royale (2006 film)' done in 3.8e-05 average: 3.8e-05
Remaining: 3293 collecting now: 'Procellariidae' done in 6.472256 average: 3.236147
Remaining: 3292 collecting now: 'Kakapo' done in 1.25363 average: 2.575308
Remaining: 3291 collecting now: '2005 NFL Draft' done in 1.559379 average: 2.32132575
Remaining: 3290 collecting now: 'Danish football champions' done in 1.475303 average: 2.1521212000000003
ERROR:Danish football champions

Remaining: 3289 collecting now: 'Adolfo Farsari' done in 3.206448 average: 2.3278423333333333
Remaining: 3288 collecting now: 'European Commission' done in 1.313393 average: 2.182921
Remaining: 3287 collecting now: 'Archaeopteryx' done in 2.07357 average: 2.169252125
Remaining: 3286 collecting now: 'Roche limit' done in 2.276914 average: 2.1812145555555555
Remaining: 3285 collecting now: 'France national rugby union team' done in 1.351206 average: 2.0982137
Remaining: 3284 collecting now: 'Diary of a Camper' done in 3.381498 average: 2.2148759090909094
Remaining: 3283 collecting now: 'Able Archer 83' done in 1.322232 average: 2.140488916666667
Remaining: 3282 collecting now: 'Chrono Trigger' done in 1.575382 average: 2.097019153846154
Remaining: 3281 collecting now: 'Open cluster' done in 3.076062 average: 2.166950785714286
Remaining: 3280 collecting now: 'Order of St. Patrick' done in 1.315745 average: 2.1102037333333334
ERROR:Order of St. Patrick

Remaining: 3279 collecting now: 'Common scold' done in 3.226766 average: 2.1799888750000003
Remaining: 3278 collecting now: 'Médecins Sans Frontières' done in 1.295291 average: 2.127947823529412
Remaining: 3277 collecting now: 'Variegated Fairy-wren' done in 1.42967 average: 2.0891546111111112
ERROR:Variegated Fairy-wren

Remaining: 3276 collecting now: 'Kalimpong' done in 3.203125 average: 2.1477846315789475
Remaining: 3275 collecting now: 'Mosque' done in 1.429367 average: 2.1118637500000004
Remaining: 3274 collecting now: 'Hovhannes Bagramyan' done in 2.719742 average: 2.1408103333333335
ERROR:Hovhannes Bagramyan

Remaining: 3273 collecting now: 'Hurricane Gustav (2002)' done in 3.207003 average: 2.189273636363637
ERROR:Hurricane Gustav (2002) não coletado até o final

Remaining: 3272 collecting now: 'Ziaur Rahman' done in 1.273329 average: 2.1494499565217393
Remaining: 3271 collecting now: 'Robert Baden-Powell, 1st Baron Baden-Powell' done in 1.816967 average: 2.1355965
Remaining: 3270 collecting now: 'Star' done in 2.269238 average: 2.1409421600000003
Remaining: 3269 collecting now: 'History of Miami, Florida' done in 3.354345 average: 2.1876115
ERROR:History of Miami, Florida não coletado até o final

Remaining: 3268 collecting now: 'Beyond Fantasy Fiction' done in 1.208988 average: 2.1513661851851853
Remaining: 3267 collecting now: 'Harry McNish' done in 1.4421 average: 2.12603525
Remaining: 3266 collecting now: 'Nutrition Assistance for Puerto Rico' done in 1.410001 average: 2.1013444137931034
ERROR:Nutrition Assistance for Puerto Rico não coletado até o final

Remaining: 3265 collecting now: 'Encyclopædia Britannica' done in 1.386567 average: 2.0775185
Remaining: 3264 collecting now: 'Talbot Tagora' done in 2.74158 average: 2.098939838709678
ERROR:Talbot Tagora não coletado até o final

Remaining: 3263 collecting now: '2002 NFL Draft' done in 1.260862 average: 2.0727499062500003
Remaining: 3262 collecting now: 'Battle of Shiloh' done in 1.51046 average: 2.0557108181818182
Remaining: 3261 collecting now: 'British anti-invasion preparations of World War II' done in 3.14102 average: 2.0876316764705884
ERROR:British anti-invasion preparations of World War II

Remaining: 3260 collecting now: 'BAFTA Award for Best Film' done in 3.210197 average: 2.1197049714285714
Remaining: 3259 collecting now: 'Thomas Pynchon' done in 1.59733 average: 2.1051945555555553
Remaining: 3258 collecting now: 'Vezina Trophy' done in 1.519031 average: 2.0893522972972973
Remaining: 3257 collecting now: 'Wesley Clark' done in 1.470318 average: 2.0730619210526315
Remaining: 3256 collecting now: 'John Mayer' done in 2.781506 average: 2.0912271538461535
Remaining: 3255 collecting now: 'Pakistan' done in 5.963285 average: 2.1880286
Remaining: 3254 collecting now: 'James I of England' done in 4.362058 average: 2.2410537073170733
ERROR:James I of England

Remaining: 3253 collecting now: 'Fermi paradox' done in 3.20892 average: 2.2640981428571427
Remaining: 3252 collecting now: 'Italian Renaissance' done in 2.277858 average: 2.2644181395348837
Remaining: 3251 collecting now: 'Nine Inch Nails' done in 2.616001 average: 2.272408659090909
Remaining: 3250 collecting now: 'Tulsa, Oklahoma' done in 5.410157 average: 2.3421364
Remaining: 3249 collecting now: 'Herne Bay, Kent' done in 3.35395 average: 2.3641323478260867
ERROR:Herne Bay, Kent

Remaining: 3248 collecting now: 'Growth of the Old Swiss Confederacy' done in 3.215811 average: 2.3822531702127656
Remaining: 3247 collecting now: 'Homo floresiensis' done in 1.279484 average: 2.3592788125
Remaining: 3246 collecting now: 'Stephen Colbert at the 2006 White House Correspondents' Association Dinner' done in 1.784009 average: 2.3475386122448976
ERROR:Stephen Colbert at the 2006 White House Correspondents' Association Dinner

