Remaining: 329 collecting now: 'U.S. Route 30 in Indiana|2013-10-18T17:22:55Z' done in 0.048227 average: 0.03311660909090907
Remaining: 328 collecting now: 'U.S. Route 30 in Indiana|2012-02-28T00:37:26Z' done in 0.048138 average: 0.03325193693693691
Remaining: 327 collecting now: 'Hussein of Jordan|2003-06-11T21:06:06Z' done in 0.004004 average: 0.032990794642857126
Remaining: 326 collecting now: 'Hussein of Jordan|2014-05-06T10:59:05Z' done in 0.002057 average: 0.03271704424778759
Remaining: 325 collecting now: 'Chachani|2011-06-04T22:32:11Z' done in 0.049947 average: 0.0328681842105263
Remaining: 324 collecting now: 'Roderigo Lopez|2008-05-16T14:22:25Z' done in 0.003194 average: 0.03261014782608694
Remaining: 323 collecting now: 'Hussein of Jordan|2014-08-26T23:27:45Z' done in 0.005518 average: 0.03237659482758619
Remaining: 322 collecting now: 'Hussein of Jordan|2010-08-26T05:00:03Z' done in 0.059184 average: 0.03260571794871793
Remaining: 321 collecting now: 'Hussein of Jordan|2011-01-31T21:21:38Z' done in 0.048154 average: 0.03273748305084744
Remaining: 320 collecting now: 'Hussein of Jordan|2008-08-31T14:40:38Z' done in 0.055528 average: 0.03292899999999998
Remaining: 319 collecting now: 'Hussein of Jordan|2004-06-20T10:53:49Z' done in 0.047638 average: 0.03305157499999998
Remaining: 318 collecting now: 'Chachani|2017-08-11T06:31:56Z' done in 0.044044 average: 0.03314242148760329
Remaining: 317 collecting now: 'Hussein of Jordan|2009-06-24T01:54:03Z' done in 0.00389 average: 0.03290264754098359
Remaining: 316 collecting now: 'U.S. Route 30 in Indiana|2017-08-19T01:41:48Z' done in 0.052192 average: 0.033059471544715426
Remaining: 315 collecting now: 'Hussein of Jordan|2007-04-26T17:04:24Z' done in 0.051874 average: 0.0332112016129032
Remaining: 314 collecting now: 'Chachani|2009-01-06T17:02:40Z' done in 0.048358 average: 0.03333237599999998
Remaining: 313 collecting now: 'Chachani|2007-04-14T19:17:45Z' done in 0.004087 average: 0.033100269841269826
Remaining: 312 collecting now: 'Roderigo Lopez|2010-10-27T16:00:47Z' done in 0.002781 average: 0.03286153543307085
Remaining: 311 collecting now: 'Roderigo Lopez|2017-04-26T09:26:54Z' done in 0.002911 average: 0.03262754687499998
Remaining: 310 collecting now: 'Hussein of Jordan|2005-12-25T04:00:39Z' done in 0.050174 average: 0.032763565891472855
Remaining: 309 collecting now: 'Hussein of Jordan|2011-09-25T19:04:08Z' done in 0.048026 average: 0.03288096923076922
Remaining: 308 collecting now: 'Hussein of Jordan|2009-02-28T20:12:42Z' done in 0.052392 average: 0.03302990839694655
Remaining: 307 collecting now: 'Fair dealing in United Kingdom law|2015-12-07T08:27:33Z' done in 0.0474 average: 0.03313877272727271
Remaining: 306 collecting now: 'Fair dealing in United Kingdom law|2011-12-17T08:34:54Z' done in 0.056216 average: 0.0333122857142857
Remaining: 305 collecting now: 'Roderigo Lopez|2012-09-21T07:34:21Z' done in 0.047839 average: 0.03342069402985073
Remaining: 304 collecting now: 'U.S. Route 30 in Indiana|2009-05-30T16:21:44Z' done in 0.005913 average: 0.033216933333333316
Remaining: 303 collecting now: 'Hussein of Jordan|2010-11-30T09:54:51Z' done in 0.003466 average: 0.03299817647058822
Remaining: 302 collecting now: 'Roderigo Lopez|2011-10-06T21:02:36Z' done in 0.055291 average: 0.03316089781021896
Remaining: 301 collecting now: 'Chachani|2010-12-05T18:13:43Z' done in 0.003577 average: 0.03294652173913042
Remaining: 300 collecting now: 'Hussein of Jordan|2014-06-19T21:26:47Z' done in 0.00354 average: 0.032734964028776965
Remaining: 299 collecting now: 'Hussein of Jordan|2003-08-29T18:04:29Z' done in 0.053 average: 0.03287971428571427
Remaining: 298 collecting now: 'Hussein of Jordan|2012-12-31T08:53:46Z' done in 0.002866 average: 0.03266685106382977
Remaining: 297 collecting now: 'Hussein of Jordan|2009-07-22T05:05:38Z' done in 0.05622 average: 0.03283271830985914
Remaining: 296 collecting now: 'Roderigo Lopez|2007-05-10T19:23:31Z' done in 0.047877 average: 0.03293792307692306
Remaining: 295 collecting now: 'Hussein of Jordan|2007-09-24T08:53:16Z' done in 0.003865 average: 0.03273602777777776
Remaining: 294 collecting now: 'Hussein of Jordan|2019-11-16T01:07:57Z' done in 0.048258 average: 0.03284307586206895
Remaining: 293 collecting now: 'Hussein of Jordan|2013-03-29T04:04:32Z' done in 0.066201 average: 0.033071554794520536
Remaining: 292 collecting now: 'Fair dealing in United Kingdom law|2011-08-26T16:30:32Z' done in 0.05409 average: 0.033214537414965974
Remaining: 291 collecting now: 'Roderigo Lopez|2015-10-16T10:23:34Z' done in 0.043638 average: 0.033284966216216204
Remaining: 290 collecting now: 'Hussein of Jordan|2007-12-31T15:52:49Z' done in 0.048673 average: 0.033388241610738244
Remaining: 289 collecting now: 'U.S. Route 30 in Indiana|2015-05-23T17:00:34Z' done in 0.051957 average: 0.033512033333333316
Remaining: 288 collecting now: 'Fair dealing in United Kingdom law|2013-05-07T12:42:32Z' done in 0.047185 average: 0.03360258278145694
Remaining: 287 collecting now: 'Hussein of Jordan|2007-10-28T03:33:05Z' done in 0.043933 average: 0.03367054605263156
Remaining: 286 collecting now: 'Hussein of Jordan|2003-12-23T23:24:56Z' done in 0.044056 average: 0.03373842483660129
Remaining: 285 collecting now: 'Roderigo Lopez|2014-07-20T18:42:59Z' done in 0.002332 average: 0.033534487012987
Remaining: 284 collecting now: 'Hussein of Jordan|2016-05-28T15:09:04Z' done in 0.001946 average: 0.03333069032258063
Remaining: 283 collecting now: 'Hussein of Jordan|2006-01-30T18:23:50Z' done in 0.048032 average: 0.033424929487179476
Remaining: 282 collecting now: 'Hussein of Jordan|2020-02-02T06:53:33Z' done in 0.009579 average: 0.033273044585987246
Remaining: 281 collecting now: 'U.S. Route 30 in Indiana|2015-02-18T16:29:29Z' done in 0.063435 average: 0.03346394303797467
Remaining: 280 collecting now: 'Hussein of Jordan|2019-01-14T20:11:28Z' done in 0.046841 average: 0.0335480754716981
Remaining: 279 collecting now: 'Hussein of Jordan|2003-04-10T21:25:39Z' done in 0.06569 average: 0.033748962499999986
Remaining: 278 collecting now: 'U.S. Route 30 in Indiana|2012-08-30T20:52:01Z' done in 0.004026 average: 0.033564347826086936
Remaining: 277 collecting now: 'Hussein of Jordan|2017-04-30T07:11:50Z' done in 0.046085 average: 0.033641635802469115
Remaining: 276 collecting now: 'Hussein of Jordan|2009-01-29T22:54:35Z' done in 0.053033 average: 0.03376060122699385
Remaining: 275 collecting now: 'Hussein of Jordan|2006-05-31T21:01:50Z' done in 0.047061 average: 0.03384170121951218
Remaining: 274 collecting now: 'Roderigo Lopez|2012-10-14T21:36:22Z' done in 0.043882 average: 0.0339025515151515
Remaining: 273 collecting now: 'Chachani|2006-12-07T03:00:23Z' done in 0.004951 average: 0.03372814457831324
Remaining: 272 collecting now: 'Roderigo Lopez|2006-12-17T17:12:12Z' done in 0.001837 average: 0.03353717964071855
Remaining: 271 collecting now: 'Hussein of Jordan|2018-02-08T05:45:34Z' done in 0.001987 average: 0.033349380952380936
Remaining: 270 collecting now: 'Fair dealing in United Kingdom law|2015-04-19T14:16:30Z' done in 0.068286 average: 0.03355610650887572
Remaining: 269 collecting now: 'Chachani|2008-02-02T10:18:31Z' done in 0.047216 average: 0.03363645882352939
Remaining: 268 collecting now: 'Hussein of Jordan|2014-03-28T12:26:42Z' done in 0.00549 average: 0.03347185964912279
Remaining: 267 collecting now: 'Hussein of Jordan|2017-10-29T22:34:02Z' done in 0.050655 average: 0.033571761627906954
Remaining: 266 collecting now: 'Roderigo Lopez|2006-01-28T02:58:00Z' done in 0.064644 average: 0.03375136994219651
Remaining: 265 collecting now: 'Hussein of Jordan|2012-09-29T17:16:36Z' done in 0.004673 average: 0.0335842528735632
Remaining: 264 collecting now: 'Hussein of Jordan|2018-12-30T19:38:51Z' done in 0.050559 average: 0.03368125142857141
Remaining: 263 collecting now: 'Hussein of Jordan|2009-11-25T13:58:19Z' done in 0.062175 average: 0.03384314772727271
Remaining: 262 collecting now: 'Hussein of Jordan|2011-12-22T21:22:58Z' done in 0.054229 average: 0.033958322033898286
Remaining: 261 collecting now: 'U.S. Route 30 in Indiana|2011-09-30T18:54:53Z' done in 0.055427 average: 0.034078932584269646
Remaining: 260 collecting now: 'Hussein of Jordan|2019-06-26T11:38:40Z' done in 0.002744 average: 0.03390387709497205
Remaining: 259 collecting now: 'U.S. Route 30 in Indiana|2016-11-27T18:38:17Z' done in 0.074969 average: 0.034132016666666654
Remaining: 258 collecting now: 'Hussein of Jordan|2004-07-24T01:39:23Z' done in 0.046538 average: 0.03420055801104971
Remaining: 257 collecting now: 'Fair dealing in United Kingdom law|2016-10-19T10:49:53Z' done in 0.047809 average: 0.03427532967032965
Remaining: 256 collecting now: 'Roderigo Lopez|2020-01-08T18:48:22Z' done in 0.051614 average: 0.03437007650273222
Remaining: 255 collecting now: 'Hussein of Jordan|2018-05-30T10:32:58Z' done in 0.04858 average: 0.03444730434782607
Remaining: 254 collecting now: 'Hussein of Jordan|2018-10-17T17:09:27Z' done in 0.068813 average: 0.034633064864864845
Remaining: 253 collecting now: 'Hussein of Jordan|2017-02-18T16:01:41Z' done in 0.023149 average: 0.034571322580645145
Remaining: 252 collecting now: 'Chachani|2016-02-28T19:24:58Z' done in 0.051707 average: 0.03466295721925132
Remaining: 251 collecting now: 'U.S. Route 30 in Indiana|2008-07-27T19:52:28Z' done in 0.0442 average: 0.034713686170212754
Remaining: 250 collecting now: 'Hussein of Jordan|2006-03-31T19:26:14Z' done in 0.007729 average: 0.03457091005291004
Remaining: 249 collecting now: 'Chachani|2011-05-11T18:46:52Z' done in 0.004333 average: 0.03441176315789472
Remaining: 248 collecting now: 'Roderigo Lopez|2013-01-08T17:00:48Z' done in 0.002344 average: 0.03424386910994763
Remaining: 247 collecting now: 'Chachani|2017-05-28T16:28:41Z' done in 0.00296 average: 0.03408093229166665
Remaining: 246 collecting now: 'U.S. Route 30 in Indiana|2007-02-10T20:33:55Z' done in 0.004811 average: 0.03392927461139895
Remaining: 245 collecting now: 'Chachani|2019-06-24T10:32:15Z' done in 0.001428 average: 0.033761742268041225
Remaining: 244 collecting now: 'Hussein of Jordan|2008-03-30T16:23:32Z' done in 0.052066 average: 0.03385561025641024
Remaining: 243 collecting now: 'U.S. Route 30 in Indiana|2010-02-21T01:25:46Z' done in 0.059973 average: 0.033988862244897944
Remaining: 242 collecting now: 'Fair dealing in United Kingdom law|2014-10-04T22:03:45Z' done in 0.003949 average: 0.03383637563451775
Remaining: 241 collecting now: 'Roderigo Lopez|2011-06-14T14:06:13Z' done in 0.047873 average: 0.03390726767676767
Remaining: 240 collecting now: 'U.S. Route 30 in Indiana|2009-06-18T00:03:40Z' done in 0.004991 average: 0.03376195979899497
Remaining: 239 collecting now: 'Chachani|2019-12-05T18:14:49Z' done in 0.002927 average: 0.03360778499999999
Remaining: 238 collecting now: 'Hussein of Jordan|2006-09-28T22:19:20Z' done in 0.062466 average: 0.03375135820895521
Remaining: 237 collecting now: 'Hussein of Jordan|2019-07-21T10:19:07Z' done in 0.053652 average: 0.03384987623762375
Remaining: 236 collecting now: 'Roderigo Lopez|2015-04-07T11:36:51Z' done in 0.045226 average: 0.033905916256157624
Remaining: 235 collecting now: 'Chachani|2015-02-14T23:01:29Z' done in 0.005632 average: 0.03376731862745097
Remaining: 234 collecting now: 'Hussein of Jordan|2005-06-17T22:26:27Z' done in 0.003887 average: 0.03362156097560975
Remaining: 233 collecting now: 'Roderigo Lopez|2016-04-07T21:59:33Z' done in 0.049483 average: 0.03369855825242717
Remaining: 232 collecting now: 'Fair dealing in United Kingdom law|2015-08-04T10:11:59Z' done in 0.051966 average: 0.033786806763285014
Remaining: 231 collecting now: 'Hussein of Jordan|2014-01-15T05:27:19Z' done in 0.048437 average: 0.03385724038461538
Remaining: 230 collecting now: 'Hussein of Jordan|2004-02-12T21:10:11Z' done in 0.079941 average: 0.03407773684210525
Remaining: 229 collecting now: 'Chachani|2008-04-30T15:10:38Z' done in 0.009983 average: 0.03396299999999999
Remaining: 228 collecting now: 'Hussein of Jordan|2018-09-28T01:16:09Z' done in 0.003006 average: 0.03381628436018957
